customerid,systemloanid,loannumber,approveddate,creationdate,DurApproval,loanamount,totaldue,termdays,termdays 2,Interestrate,referral,good_bad_flag of perf-trainperf,birthdate,AgeAtTimeofLoan,bank_account_type,bank_account_type_recode,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,employment_status_clients_Risk,employment_status_clients_Risk 2,level_of_education_clients,level_of_education_clients_Risk,level_of_education_clients 2,DemoCreditRating,Validation,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups
8a858e0a5b192e2e015b194726201191,301849059,1,2017/03/29 10:05:44.000000 AM,2017/03/29 9:05:25.000000 AM,60.316666667,10000,11500,15,Short,365,No,Good,1993/02/02 12:00:00.000000 AM,24,Savings,Savings,3.3744114,6.6357817,GT Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.23 - 61.13,Norm
8a858e0a565e71c40156652b73613d66,301891757,1,2017/05/05 8:24:26.000000 PM,2017/05/05 7:24:15.000000 PM,60.183333333,10000,13000,30,Norm,365,No,Good,1987/03/16 12:00:00.000000 AM,30,Savings,Savings,7.4687117,9.0053581,Access Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,60.17 - 60.23,Norm
8a858e0a5668e69c01566f643ad645a9,301674565,1,2016/08/09 2:02:40.000000 PM,2016/08/09 1:02:28.000000 PM,60.2,10000,13000,30,Norm,365,No,Good,1972/03/10 12:00:00.000000 AM,44,Other,Other,3.5150748,6.4287105,GT Bank,Self-Employed,Med,2,Secondary,Med,2,4,Test,36 - High,60.17 - 60.23,Norm
8a858e0a5668e69c015669d6d4233c13,301893570,1,2017/05/07 9:56:19.000000 AM,2017/05/07 8:56:08.000000 AM,60.183333333,10000,13000,30,Norm,365,No,Good,1990/10/22 12:00:00.000000 AM,27,Savings,Savings,4.5558341,7.7962433,Access Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.17 - 60.23,Norm
8a858e0a5668e69c01567a390d716175,301677716,1,2016/08/11 6:31:03.000000 PM,2016/08/11 5:30:50.000000 PM,60.216666667,10000,13000,30,Norm,365,No,Good,1976/06/24 12:00:00.000000 AM,40,Other,Other,3.8664636,7.3297443,UBA,Permanent,Low,1,Graduate,Low,1,1,Validation,36 - High,60.17 - 60.23,Norm
8a858e0a5668e69c01567aa57c377762,301677842,1,2016/08/11 8:01:22.000000 PM,2016/08/11 7:01:12.000000 PM,60.166666667,10000,13000,30,Norm,365,No,Good,1986/08/20 12:00:00.000000 AM,30,Other,Other,6.9502058,4.8094405,GT Bank,Student,High,3,,High,3,9,Training,28 - 32,Low - 60.17,Norm
8a858e0a5668e69c01567e19e7626d39,301680216,1,2016/08/14 12:50:05.000000 AM,2016/08/13 11:49:56.000000 PM,60.15,10000,13000,30,Norm,365,No,Bad,1990/06/08 12:00:00.000000 AM,26,Savings,Savings,7.0801593,5.4794504,Zenith Bank,Student,High,3,,High,3,9,Test,Low - 28,Low - 60.17,Norm
8a858e0a5668e69c01567edcd2bc2bf8,301678665,1,2016/08/12 2:11:13.000000 PM,2016/08/12 1:11:04.000000 PM,60.15,10000,13000,30,Norm,365,No,Good,1990/01/02 12:00:00.000000 AM,27,Other,Other,7.4833331,9.0666666,Skye Bank,Self-Employed,Med,2,,High,3,6,Validation,Low - 28,Low - 60.17,Norm
8a858e0a5668e69c01567fd20d2f6854,301679018,1,2016/08/12 6:40:16.000000 PM,2016/08/12 5:40:06.000000 PM,60.166666667,10000,11500,15,Short,365,No,Good,1981/09/16 12:00:00.000000 AM,35,Other,Other,5.6903337,5.8857439,GT Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,Low - 60.17,Norm
8a858e0a5668e69c0156782807775d39,301680767,1,2016/08/14 4:52:22.000000 PM,2016/08/14 3:52:14.000000 PM,60.133333333,10000,13000,30,Norm,365,No,Good,1969/12/11 12:00:00.000000 AM,47,Other,Other,3.431007,6.4551378,Access Bank,Permanent,Low,1,,High,3,3,Test,36 - High,Low - 60.17,Norm
8a858e0a5668e69c015680dcf84a7f9c,301681197,1,2016/08/15 7:08:06.000000 AM,2016/08/15 6:07:58.000000 AM,60.133333333,10000,13000,30,Norm,365,No,Good,1965/11/09 12:00:00.000000 AM,51,Other,Other,3.1960999,6.4992127,GT Bank,Self-Employed,Med,2,,High,3,6,Validation,36 - High,Low - 60.17,Norm
8a858e0a5668e69c0156831b8a43116f,301679572,1,2016/08/13 10:44:45.000000 AM,2016/08/13 9:44:29.000000 AM,60.266666667,10000,13000,30,Norm,365,No,Good,1992/10/05 12:00:00.000000 AM,24,Other,Other,3.4553466,6.7930779,EcoBank,Unemployed,High,3,,High,3,9,Validation,Low - 28,60.23 - 61.13,Norm
8a858e0b5cf4883c015cf7f00f2b1efc,301957253,1,2017/06/30 8:50:19.000000 AM,2017/06/30 7:49:11.000000 AM,61.133333333,10000,11500,15,Short,365,Yes,Bad,1990/02/17 12:00:00.000000 AM,27,Savings,Savings,5.5920183,6.3235483,UBA,Permanent,Low,1,,High,3,3,Training,Low - 28,60.23 - 61.13,Norm
8a858e0b5cf4883c015cf7f015511f70,301957265,1,2017/06/30 8:58:15.000000 AM,2017/06/30 7:57:08.000000 AM,61.116666667,10000,13000,30,Norm,365,No,Good,1979/04/24 12:00:00.000000 AM,38,Savings,Savings,3.3885508,6.4539447,EcoBank,Unknown,High,3,,High,3,9,Training,36 - High,60.23 - 61.13,Norm
8a858e0b5cf4883c015cf56488eb4d41,301957629,1,2017/06/30 1:03:15.000000 PM,2017/06/30 12:02:07.000000 PM,61.133333333,10000,13000,30,Norm,365,No,Good,1976/04/08 12:00:00.000000 AM,41,Savings,Savings,5.6272822,6.3217533,First Bank,Permanent,Low,1,Secondary,Med,2,2,Test,36 - High,60.23 - 61.13,Norm
8a858e0b5cfa2028015cfd224a806b9a,301958711,1,2017/07/01 9:21:04.000000 AM,2017/07/01 8:19:56.000000 AM,61.133333333,10000,11500,15,Short,365,No,Good,1986/04/15 12:00:00.000000 AM,31,Savings,Savings,3.3549943,6.5397064,GT Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,60.23 - 61.13,Norm
8a858e0b5cfa2028015d034211a96a52,301959943,1,2017/07/02 1:50:32.000000 PM,2017/07/02 12:49:24.000000 PM,61.133333333,10000,13000,30,Norm,365,Yes,Good,1989/01/08 12:00:00.000000 AM,29,Savings,Savings,7.4018074,9.1226869,First Bank,Unknown,High,3,,High,3,9,Training,28 - 32,60.23 - 61.13,Norm
8a858e0b5cfa2028015d092b47e27e30,301961614,1,2017/07/03 5:46:15.000000 PM,2017/07/03 4:45:04.000000 PM,61.183333333,10000,11500,15,Short,365,No,Good,1983/05/25 12:00:00.000000 AM,34,Savings,Savings,3.2865452,6.6156567,UBA,Permanent,Low,1,,High,3,3,Validation,32 - 36,61.13 - High,Norm
8a858e0b5cfa2028015d099b789b229f,301962320,1,2017/07/03 10:59:58.000000 PM,2017/07/03 9:58:49.000000 PM,61.15,10000,11500,15,Short,365,No,Good,1993/05/16 12:00:00.000000 AM,24,Savings,Savings,3.5224291,6.4247056,Diamond Bank,Unknown,High,3,,High,3,9,Test,Low - 28,61.13 - High,Norm
8a858e0b5d1d8104015d1da5234b0e90,301980877,1,2017/07/16 8:53:03.000000 PM,2017/07/16 7:51:50.000000 PM,61.216666667,10000,13000,30,Norm,365,No,Good,1992/10/16 12:00:00.000000 AM,25,Savings,Savings,3.3546694,6.5791156,GT Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,61.13 - High,Norm
8a858e0b5d1d8104015d1db8dcf31765,301968321,1,2017/07/07 5:28:02.000000 PM,2017/07/07 4:27:50.000000 PM,60.2,10000,11500,15,Short,365,No,Good,1984/06/08 12:00:00.000000 AM,33,Savings,Savings,8.8464408,9.8824985,GT Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.17 - 60.23,Norm
8a858e0b5d1d8104015d1dcb82a0210c,301968623,1,2017/07/07 9:50:34.000000 PM,2017/07/07 8:50:22.000000 PM,60.2,10000,11500,15,Short,365,No,Good,1973/04/28 12:00:00.000000 AM,44,Savings,Savings,3.1483217,6.4638023,GT Bank,Unknown,High,3,,High,3,9,Training,36 - High,60.17 - 60.23,Norm
8a858e0c5bf343de015bf734d8c57f92,301906998,1,2017/05/15 7:08:29.000000 AM,2017/05/15 6:08:13.000000 AM,60.266666667,10000,13000,30,Norm,365,No,Bad,1987/07/06 12:00:00.000000 AM,30,Savings,Savings,7.4306571,10.5282429,GT Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,60.23 - 61.13,Norm
8a858e0c5bfceae6015bfcfabccb0a81,301903471,1,2017/05/12 3:33:27.000000 PM,2017/05/12 2:33:15.000000 PM,60.2,10000,11500,15,Short,365,No,Good,1984/01/16 12:00:00.000000 AM,33,Savings,Savings,7.4730606,10.4684494,First Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.17 - 60.23,Norm
8a858e0c552ae0b8015543cb7d1a5cbd,301631556,1,2016/06/12 11:56:25.000000 AM,2016/06/12 10:56:17.000000 AM,60.133333333,5000,5750,15,Short,365,No,Good,1986/05/27 12:00:00.000000 AM,30,Other,Other,3.4780827,6.6471457,Access Bank,Self-Employed,Med,2,,High,3,6,Validation,28 - 32,Low - 60.17,Norm
8a858e0c552ae0b80155504019352754,301632724,1,2016/06/14 8:04:35.000000 PM,2016/06/14 7:04:28.000000 PM,60.116666667,10000,11500,15,Short,365,No,Good,1982/03/26 12:00:00.000000 AM,34,Other,Other,3.4231792,6.4540573,GT Bank,Permanent,Low,1,Graduate,Low,1,1,Validation,32 - 36,Low - 60.17,Norm
8a858e0c5519be5401551d86e3f71cba,301678997,1,2016/08/12 6:12:36.000000 PM,2016/08/12 5:12:25.000000 PM,60.183333333,10000,13000,30,Norm,365,No,Bad,1985/10/02 12:00:00.000000 AM,31,Savings,Savings,5.1984532,7.6404166,Diamond Bank,Student,High,3,,High,3,9,Test,28 - 32,60.17 - 60.23,Norm
8a858e0c5519be540155224efeb83f2f,301631268,1,2016/06/11 1:42:24.000000 PM,2016/06/11 12:42:18.000000 PM,60.1,10000,13000,30,Norm,365,No,Good,1989/04/04 12:00:00.000000 AM,27,Savings,Savings,3.374037,6.4812902,First Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,Low - 60.17,Norm
8a858e0d5aa8e240015aa8fb5bc5165f,301833442,1,2017/03/07 5:17:04.000000 PM,2017/03/07 4:15:53.000000 PM,61.183333333,10000,13000,30,Norm,365,No,Good,1978/04/26 12:00:00.000000 AM,39,Savings,Savings,3.4183333,6.610727,UBA,Permanent,Low,1,,High,3,3,Test,36 - High,61.13 - High,Norm
8a858e0d59b23c720159b3a2d9a054bb,301815608,1,2017/02/12 7:41:40.000000 PM,2017/02/12 6:41:33.000000 PM,60.116666667,10000,11500,15,Short,365,No,Good,1984/05/17 12:00:00.000000 AM,33,Savings,Savings,3.2623567,6.43968,Skye Bank,Unknown,High,3,,High,3,9,Validation,32 - 36,Low - 60.17,Norm
8a858e0d59b7438d0159b7e0aa7533cd,301797026,1,2017/01/19 7:13:39.000000 PM,2017/01/19 6:13:01.000000 PM,60.633333333,10000,11500,15,Short,365,No,Good,1991/11/08 12:00:00.000000 AM,25,Savings,Savings,3.3813132,6.4939532,Zenith Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858e0d59bbb9050159c0c33dfe4f9d,301799367,1,2017/01/23 12:10:45.000000 PM,2017/01/23 11:10:36.000000 AM,60.15,10000,11500,15,Short,365,No,Good,1984/03/14 12:00:00.000000 AM,33,Savings,Savings,3.2856324,6.6135403,GT Bank,Unknown,High,3,,High,3,9,Training,32 - 36,Low - 60.17,Norm
8a858e0d59bbb9050159c1f9f1d667ec,301840803,1,2017/03/17 11:21:24.000000 PM,2017/03/17 10:21:06.000000 PM,60.3,10000,13000,30,Norm,365,No,Good,1987/03/31 12:00:00.000000 AM,30,Savings,Savings,7.4345863,10.4829935,Diamond Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,60.23 - 61.13,Norm
8a858e0d58625b41015862eadbe32d73,301758808,1,2016/11/14 2:51:43.000000 PM,2016/11/14 1:51:29.000000 PM,60.233333333,10000,11500,15,Short,365,No,Good,1982/05/03 12:00:00.000000 AM,35,Savings,Savings,3.3006553,6.7034117,Stanbic IBTC,Permanent,Low,1,Graduate,Low,1,1,Training,32 - 36,60.17 - 60.23,Norm
8a858e0d58625b410158641fcfec1b72,301758966,1,2016/11/14 7:39:13.000000 PM,2016/11/14 6:39:01.000000 PM,60.2,10000,13000,30,Norm,365,No,Good,1988/05/22 12:00:00.000000 AM,29,Savings,Savings,3.3112585,6.4633712,First Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,60.17 - 60.23,Norm
8a858e0d587161ab01587183d98f06c9,301762656,1,2016/11/21 7:13:53.000000 PM,2016/11/21 6:13:44.000000 PM,60.15,10000,13000,30,Norm,365,No,Good,1992/12/04 12:00:00.000000 AM,24,Savings,Savings,5.200208,7.2513109,Union Bank,Student,High,3,,High,3,9,Validation,Low - 28,Low - 60.17,Norm
8a858e0e5b80bb4c015b81746a0f5481,301872294,1,2017/04/18 3:43:17.000000 PM,2017/04/18 2:43:06.000000 PM,60.183333333,10000,11500,15,Short,365,Yes,Good,1984/12/07 12:00:00.000000 AM,32,Savings,Savings,7.3928096,9.1249753,Zenith Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,60.17 - 60.23,Norm
8a858e0f5c45466f015c4a6560255de7,301919930,1,2017/05/27 9:37:30.000000 PM,2017/05/27 8:37:11.000000 PM,60.316666667,10000,13000,30,Norm,365,No,Good,1983/05/27 12:00:00.000000 AM,34,Savings,Savings,3.3281894,6.4662308,Stanbic IBTC,Permanent,Low,1,,High,3,3,Test,32 - 36,60.23 - 61.13,Norm
8a858e0f5c45466f015c55c7e09d5e9c,301921941,1,2017/05/30 2:17:13.000000 PM,2017/05/30 1:17:02.000000 PM,60.183333333,10000,13000,30,Norm,365,No,Bad,1987/05/18 12:00:00.000000 AM,30,Savings,Savings,7.8819306,8.8536729,UBA,Unknown,High,3,,High,3,9,Test,28 - 32,60.17 - 60.23,Norm
8a858e0f5c45466f015c518a7d2e5bbe,301928440,1,2017/06/06 8:04:46.000000 AM,2017/06/06 7:04:29.000000 AM,60.283333333,10000,11500,15,Short,365,No,Good,1992/12/16 12:00:00.000000 AM,24,Savings,Savings,7.3585564,8.9748124,Skye Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858e0f5c45466f015c546652e81026,301921129,1,2017/05/29 2:45:48.000000 PM,2017/05/29 1:45:34.000000 PM,60.233333333,10000,11500,15,Short,365,Yes,Bad,1987/12/03 12:00:00.000000 AM,30,Savings,Savings,3.3029379,6.6263662,First Bank,Unknown,High,3,,High,3,9,Test,28 - 32,60.17 - 60.23,Norm
8a858e0f5c45466f015c5469454d1227,301939795,1,2017/06/15 2:16:53.000000 PM,2017/06/15 1:15:44.000000 PM,61.15,10000,13000,30,Norm,365,Yes,Good,1994/03/14 12:00:00.000000 AM,23,Savings,Savings,6.9313152,4.8061756,Diamond Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,61.13 - High,Norm
8a858e0f5c45466f015c536697241575,301966511,1,2017/07/06 2:05:35.000000 PM,2017/07/06 1:05:25.000000 PM,60.166666667,10000,11500,15,Short,365,No,Good,1983/01/17 12:00:00.000000 AM,34,Savings,Savings,8.8633286,9.8119354,Diamond Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,Low - 60.17,Norm
8a858e0f58afbace0158b64e22de02b4,301767465,1,2016/11/30 9:02:27.000000 PM,2016/11/30 8:02:10.000000 PM,60.283333333,10000,13000,30,Norm,365,No,Good,1990/04/14 12:00:00.000000 AM,27,Savings,Savings,7.464168,5.5372662,Zenith Bank,Student,High,3,,High,3,9,Validation,Low - 28,60.23 - 61.13,Norm
8a858e0f58afbace0158b493ecd36d7f,301773960,1,2016/12/14 6:59:16.000000 PM,2016/12/14 5:59:04.000000 PM,60.2,10000,11500,15,Short,365,No,Good,1982/08/08 12:00:00.000000 AM,34,Savings,Savings,3.3828068,6.6021278,GT Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,60.17 - 60.23,Norm
8a858e0f58afbace0158cb199b892d2d,301782291,1,2016/12/27 5:54:42.000000 PM,2016/12/27 4:54:24.000000 PM,60.3,10000,11500,15,Short,365,No,Good,1989/05/16 12:00:00.000000 AM,28,Savings,Savings,4.7175318,8.1396633,GT Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,60.23 - 61.13,Norm
8a858e0f58d4699c0158d4894de00907,301770106,1,2016/12/06 3:57:22.000000 PM,2016/12/06 2:57:10.000000 PM,60.2,10000,11500,15,Short,365,No,Good,1991/08/28 12:00:00.000000 AM,25,Savings,Savings,3.3426863,6.447937,Diamond Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,60.17 - 60.23,Norm
8a858e0f5577f57901557ccf46ce3b55,301637162,1,2016/06/23 11:36:42.000000 AM,2016/06/23 10:36:33.000000 AM,60.15,9000,10350,15,Short,365,No,Good,1972/07/30 12:00:00.000000 AM,44,Savings,Savings,3.3468346,6.5942889,GT Bank,Permanent,Low,1,,High,3,3,Training,36 - High,Low - 60.17,Norm
8a858e0f5577f579015581d14503059f,301659092,1,2016/07/23 1:38:45.000000 PM,2016/07/23 12:38:35.000000 PM,60.166666667,10000,11500,15,Short,365,No,Good,1986/06/14 12:00:00.000000 AM,30,Other,Other,3.174916,6.6841814,Diamond Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,Low - 60.17,Norm
8a858e0f5577f57901558109093f578c,301637737,1,2016/06/24 8:20:27.000000 AM,2016/06/24 7:20:22.000000 AM,60.083333333,5000,5750,15,Short,365,No,Good,1989/11/03 12:00:00.000000 AM,27,Other,Other,8.8897302,9.9135749,GT Bank,Self-Employed,Med,2,,High,3,6,Training,Low - 28,Low - 60.17,Norm
8a858e005b4830ef015b4833bcc6027e,301903195,1,2017/05/12 1:06:13.000000 PM,2017/05/12 12:06:02.000000 PM,60.183333333,10000,11500,15,Short,365,No,Good,1981/06/06 12:00:00.000000 AM,36,Savings,Savings,5.2124771,7.6314657,Stanbic IBTC,Permanent,Low,1,,High,3,3,Test,32 - 36,60.17 - 60.23,Norm
8a858e005c2154c2015c2c44a86e0eaf,301914957,1,2017/05/21 7:48:51.000000 PM,2017/05/21 6:47:43.000000 PM,61.133333333,10000,11500,15,Short,365,Yes,Good,1992/01/07 12:00:00.000000 AM,25,Savings,Savings,3.4454016,6.4361152,Stanbic IBTC,Permanent,Low,1,,High,3,3,Training,Low - 28,60.23 - 61.13,Norm
8a858e005c2154c2015c2cf818481eb3,301968633,1,2017/07/07 10:09:49.000000 PM,2017/07/07 9:09:33.000000 PM,60.266666667,10000,13000,30,Norm,365,No,Good,1981/06/06 12:00:00.000000 AM,36,Savings,Savings,2.4464717,6.3691899,Diamond Bank,Unknown,High,3,,High,3,9,Validation,36 - High,60.23 - 61.13,Norm
8a858e005c2154c2015c2f5f6aac6594,301915256,1,2017/05/22 10:18:48.000000 AM,2017/05/22 9:17:40.000000 AM,61.133333333,10000,13000,30,Norm,365,No,Good,1986/11/07 12:00:00.000000 AM,31,Savings,Savings,3.3496499,6.6060299,UBA,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.23 - 61.13,Norm
8a858e005c2154c2015c2f54b7935fe5,301916342,1,2017/05/23 1:40:55.000000 PM,2017/05/23 12:39:47.000000 PM,61.133333333,10000,11500,15,Short,365,No,Good,1980/01/20 12:00:00.000000 AM,37,Savings,Savings,3.9625763,7.4604206,Access Bank,Unknown,High,3,,High,3,9,Test,36 - High,60.23 - 61.13,Norm
8a858e005c2154c2015c2fb72f1e0b51,301963004,1,2017/07/04 11:59:04.000000 AM,2017/07/04 10:57:55.000000 AM,61.15,10000,13000,30,Norm,365,Yes,Good,1978/02/28 12:00:00.000000 AM,39,Current,Other,3.3253233,6.6772667,Zenith Bank,Permanent,Low,1,,High,3,3,Test,36 - High,61.13 - High,Norm
8a858e005c2154c2015c30e623201bdd,301915652,1,2017/05/22 5:17:49.000000 PM,2017/05/22 4:16:41.000000 PM,61.133333333,10000,11500,15,Short,365,No,Good,1976/08/25 12:00:00.000000 AM,41,Savings,Savings,3.322697,6.6277907,GT Bank,Permanent,Low,1,,High,3,3,Test,36 - High,60.23 - 61.13,Norm
8a858e005c2154c2015c218a9a451516,301920400,1,2017/05/28 4:54:07.000000 PM,2017/05/28 3:54:01.000000 PM,60.1,10000,13000,30,Norm,365,No,Bad,1989/11/27 12:00:00.000000 AM,28,Savings,Savings,3.4515467,6.436961,FCMB,Permanent,Low,1,,High,3,3,Validation,Low - 28,Low - 60.17,Norm
8a858e005c2154c2015c258d28687efa,301929846,1,2017/06/07 11:13:23.000000 AM,2017/06/07 10:13:13.000000 AM,60.166666667,10000,13000,30,Norm,365,No,Good,1989/06/20 12:00:00.000000 AM,28,Savings,Savings,3.3468977,6.637077,UBA,Unknown,High,3,,High,3,9,Training,Low - 28,Low - 60.17,Norm
8a858e005ca7abe3015ca9c692843861,301939390,1,2017/06/15 8:59:16.000000 AM,2017/06/15 7:58:08.000000 AM,61.133333333,10000,11500,15,Short,365,Yes,Good,1970/11/13 12:00:00.000000 AM,47,Savings,Savings,3.871098,7.3473618,Diamond Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.23 - 61.13,Norm
8a858e005577f1ba015578147fc50f0c,301636587,1,2016/06/22 1:38:45.000000 PM,2016/06/22 12:38:34.000000 PM,60.183333333,8000,9200,15,Short,365,No,Good,1982/12/23 12:00:00.000000 AM,34,Other,Other,3.3545075,6.5850413,Diamond Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,60.17 - 60.23,Norm
8a858e0059416900015946224e1779e9,301894254,1,2017/05/07 6:57:39.000000 PM,2017/05/07 5:57:28.000000 PM,60.183333333,10000,13000,30,Norm,365,No,Bad,1987/09/15 12:00:00.000000 AM,30,Savings,Savings,6.9979401,4.8319172,Stanbic IBTC,Permanent,Low,1,,High,3,3,Training,28 - 32,60.17 - 60.23,Norm
